,CO_GT,PT08_S1_CO,C6H6_GT,PT08_S2_NMHC,NOX_GT,PT08_S3_NOX,NO2_GT,PT08_S4_NO2,PT08_S5_O3,T,RH,AH,HOUR,MONTH
716,1.1,893.0,3.9,703.0,55.0,1192.0,57.0,1283.0,515.0,14.1,44.9,0.7206,0,4
717,0.7,838.0,2.2,601.0,33.0,1361.0,43.0,1220.0,434.0,14.2,45.5,0.7333,1,4
718,0.4,803.0,1.3,527.0,17.0,1513.0,25.0,1152.0,369.0,14.1,45.3,0.7247,2,4
719,0.4,809.0,1.2,521.0,35.0,1575.0,44.0,1158.0,378.0,13.9,43.9,0.6923,5,4
720,0.8,898.0,3.4,676.0,70.0,1271.0,72.0,1307.0,517.0,14.0,43.8,0.6959,6,4
721,1.9,1053.0,7.5,880.0,116.0,982.0,91.0,1464.0,786.0,14.4,43.6,0.7113,7,4
722,2.1,1033.0,8.9,934.0,134.0,917.0,89.0,1490.0,844.0,15.0,41.7,0.7093,8,4
723,1.4,941.0,5.3,780.0,113.0,1080.0,84.0,1343.0,720.0,16.3,38.4,0.7052,9,4
724,1.4,941.0,5.4,782.0,110.0,1102.0,83.0,1328.0,668.0,18.3,32.3,0.676,10,4
725,1.3,917.0,5.2,772.0,98.0,1098.0,78.0,1311.0,605.0,18.8,31.7,0.6821,11,4
726,1.5,977.0,6.6,837.0,96.0,1038.0,80.0,1413.0,646.0,19.6,30.9,0.6968,12,4
727,1.6,994.0,6.9,851.0,95.0,1018.0,75.0,1436.0,640.0,20.2,30.7,0.7176,13,4
728,1.3,942.0,5.4,785.0,86.0,1065.0,77.0,1365.0,571.0,19.7,32.5,0.7396,14,4
729,1.4,981.0,6.0,810.0,86.0,1060.0,77.0,1395.0,605.0,20.7,31.6,0.7602,15,4
730,1.5,984.0,6.4,832.0,91.0,1034.0,81.0,1410.0,636.0,20.0,32.7,0.7545,16,4
731,2.2,1116.0,10.7,1003.0,119.0,864.0,101.0,1625.0,886.0,18.6,35.4,0.7535,17,4
732,3.2,1181.0,13.9,1114.0,147.0,787.0,119.0,1685.0,1032.0,18.3,35.9,0.7501,18,4
733,3.0,1163.0,12.5,1068.0,135.0,811.0,111.0,1616.0,977.0,17.8,37.5,0.7568,19,4
734,2.6,1081.0,9.3,950.0,124.0,907.0,109.0,1496.0,924.0,17.3,38.8,0.7584,20,4
735,1.6,1017.0,6.7,842.0,89.0,1000.0,101.0,1441.0,846.0,17.3,38.8,0.7596,21,4
736,1.5,966.0,5.3,778.0,79.0,1057.0,89.0,1359.0,755.0,16.4,40.8,0.7542,22,4
737,1.2,924.0,4.0,709.0,63.0,1158.0,75.0,1318.0,610.0,16.0,41.4,0.7487,23,4
738,0.8,861.0,2.2,601.0,39.0,1351.0,51.0,1225.0,439.0,15.4,43.0,0.7482,0,4
739,0.7,826.0,1.7,560.0,25.0,1424.0,39.0,1197.0,402.0,15.7,42.5,0.7539,1,4
740,0.5,846.0,1.6,557.0,19.0,1385.0,32.0,1212.0,406.0,15.6,43.4,0.7651,2,4
741,0.7,930.0,3.3,670.0,58.0,1143.0,68.0,1339.0,746.0,15.5,47.3,0.8282,5,4
742,1.4,1120.0,8.9,935.0,112.0,843.0,76.0,1593.0,1126.0,14.4,53.1,0.8677,6,4
743,4.1,1518.0,23.4,1389.0,314.0,589.0,122.0,2101.0,1703.0,15.9,48.5,0.8704,7,4
744,4.6,1461.0,23.8,1398.0,240.0,630.0,129.0,2050.0,1628.0,18.1,40.3,0.8294,8,4
745,1.9,1075.0,7.9,896.0,128.0,938.0,94.0,1487.0,936.0,19.6,35.9,0.81,9,4
746,1.9,1061.0,8.2,908.0,141.0,968.0,99.0,1455.0,890.0,22.8,29.1,0.796,10,4
747,1.7,1066.0,8.8,931.0,118.0,979.0,81.0,1474.0,757.0,24.8,25.3,0.7793,11,4
748,2.4,1179.0,14.6,1137.0,132.0,829.0,87.0,1651.0,949.0,27.2,22.0,0.7785,12,4
749,3.0,1251.0,18.0,1238.0,150.0,773.0,107.0,1779.0,1109.0,28.2,20.4,0.7677,13,4
750,2.0,1120.0,12.0,1048.0,121.0,898.0,95.0,1560.0,870.0,25.4,24.2,0.7733,14,4
751,2.7,1187.0,14.8,1142.0,149.0,840.0,110.0,1651.0,1011.0,25.7,23.8,0.7737,15,4
752,2.2,1145.0,12.5,1066.0,120.0,903.0,99.0,1592.0,885.0,27.2,22.1,0.7811,16,4
753,2.9,1215.0,15.5,1164.0,155.0,817.0,113.0,1689.0,1015.0,27.0,22.3,0.786,17,4
754,3.4,1317.0,17.7,1231.0,172.0,766.0,127.0,1798.0,1155.0,24.5,27.8,0.8433,18,4
755,3.9,1388.0,21.6,1341.0,177.0,702.0,131.0,1955.0,1315.0,23.7,30.2,0.8718,19,4
756,3.6,1295.0,18.9,1266.0,181.0,716.0,137.0,1849.0,1359.0,21.5,34.5,0.8746,20,4
757,2.5,1153.0,12.5,1066.0,135.0,811.0,122.0,1651.0,1194.0,19.9,37.8,0.8675,21,4
758,1.8,1078.0,8.8,932.0,99.0,905.0,100.0,1511.0,951.0,18.9,40.6,0.8771,22,4
759,2.0,1133.0,10.9,1012.0,111.0,806.0,108.0,1608.0,1054.0,17.9,43.5,0.884,23,4
760,1.3,1055.0,8.0,899.0,72.0,880.0,83.0,1504.0,980.0,17.4,46.3,0.9112,0,4
761,1.0,953.0,4.4,735.0,54.0,999.0,74.0,1396.0,898.0,18.1,44.7,0.9186,1,4
762,0.6,892.0,2.8,639.0,41.0,1139.0,64.0,1359.0,803.0,16.5,50.1,0.9331,2,4
763,0.5,856.0,2.5,619.0,29.0,1191.0,39.0,1345.0,677.0,16.3,52.8,0.9722,5,4
764,1.1,1030.0,7.5,880.0,76.0,892.0,69.0,1539.0,996.0,13.9,60.7,0.9597,6,4
765,5.5,1689.0,30.4,1560.0,321.0,529.0,104.0,2396.0,1736.0,15.0,58.3,0.9876,7,4
766,4.2,1486.0,22.0,1351.0,274.0,571.0,100.0,2112.0,1692.0,16.1,54.8,0.996,8,4
767,4.6,1592.0,24.7,1423.0,322.0,577.0,146.0,2155.0,2108.0,19.3,46.4,1.0248,9,4
768,3.4,1469.0,18.4,1252.0,255.0,692.0,155.0,1903.0,1807.0,24.2,33.8,1.0097,10,4
769,2.8,1364.0,16.8,1205.0,196.0,723.0,139.0,1850.0,1566.0,26.7,28.7,0.9895,11,4
770,2.5,1285.0,14.2,1123.0,136.0,755.0,121.0,1741.0,1293.0,27.4,28.2,1.0098,12,4
771,2.4,1311.0,15.7,1170.0,119.0,748.0,108.0,1787.0,1219.0,28.1,26.9,1.0094,13,4
772,3.2,1416.0,21.9,1348.0,169.0,684.0,126.0,1969.0,1330.0,27.7,26.5,0.9693,14,4
773,3.5,1387.0,20.8,1318.0,197.0,701.0,145.0,1890.0,1299.0,28.4,23.4,0.8935,15,4
774,2.9,1329.0,16.2,1185.0,140.0,768.0,121.0,1750.0,1111.0,28.4,26.0,0.9922,16,4
775,3.6,1496.0,19.8,1292.0,178.0,680.0,145.0,1878.0,1300.0,27.3,30.0,1.0752,17,4
776,4.8,1676.0,28.9,1525.0,223.0,567.0,160.0,2226.0,1653.0,24.3,37.3,1.1199,18,4
777,5.4,1724.0,28.3,1510.0,222.0,562.0,155.0,2252.0,1716.0,23.1,42.2,1.1746,19,4
778,5.3,1642.0,24.9,1426.0,265.0,597.0,162.0,2117.0,1720.0,21.8,43.6,1.1226,20,4
779,2.7,1267.0,13.1,1088.0,151.0,764.0,129.0,1740.0,1339.0,19.8,46.8,1.0702,21,4
780,1.4,1146.0,8.6,923.0,79.0,845.0,96.0,1575.0,1166.0,19.6,49.8,1.1221,22,4
781,1.6,1216.0,9.5,960.0,87.0,788.0,92.0,1662.0,1256.0,17.9,56.2,1.142,23,4
782,1.5,1128.0,7.8,891.0,88.0,838.0,89.0,1574.0,1125.0,17.4,55.6,1.0963,0,4
783,1.0,1042.0,5.2,772.0,51.0,923.0,61.0,1495.0,968.0,16.8,59.5,1.1269,1,4
784,0.6,926.0,2.8,639.0,34.0,1115.0,54.0,1409.0,814.0,15.9,60.1,1.0806,2,4
785,0.8,959.0,4.4,734.0,76.0,1038.0,57.0,1470.0,861.0,13.3,67.0,1.0203,5,4
786,1.5,1097.0,9.4,956.0,139.0,827.0,68.0,1620.0,1047.0,12.9,66.5,0.9846,6,4
787,4.9,1674.0,29.8,1547.0,293.0,539.0,95.0,2405.0,1665.0,14.8,61.3,1.0237,7,4
788,7.2,1771.0,36.2,1690.0,368.0,461.0,125.0,2572.0,1982.0,16.1,56.5,1.0274,8,4
789,3.5,1408.0,18.0,1241.0,250.0,648.0,135.0,1886.0,1711.0,18.6,47.8,1.0143,9,4
790,2.1,1156.0,10.9,1009.0,145.0,875.0,118.0,1583.0,1204.0,23.8,30.2,0.8771,10,4
791,1.5,1042.0,9.0,941.0,110.0,971.0,91.0,1491.0,871.0,25.4,25.0,0.7966,11,4
792,2.0,1167.0,14.4,1128.0,104.0,829.0,89.0,1716.0,1040.0,25.6,25.5,0.8234,12,4
793,3.8,1398.0,22.3,1360.0,205.0,656.0,129.0,2037.0,1439.0,24.9,29.9,0.9325,13,4
794,3.4,1458.0,20.9,1321.0,201.0,654.0,122.0,2023.0,1516.0,22.4,37.9,1.016,14,4
795,4.4,1554.0,23.1,1379.0,266.0,614.0,138.0,2151.0,1693.0,21.7,44.0,1.1242,15,4
796,3.9,1495.0,21.2,1331.0,246.0,615.0,136.0,2069.0,1635.0,21.4,44.4,1.1176,16,4
797,4.9,1560.0,24.8,1424.0,247.0,579.0,143.0,2176.0,1688.0,20.8,45.3,1.1016,17,4
798,5.4,1664.0,28.6,1519.0,271.0,553.0,145.0,2312.0,1820.0,20.2,48.6,1.1354,18,4
799,6.5,1761.0,32.6,1610.0,332.0,502.0,146.0,2488.0,2006.0,20.2,50.8,1.1924,19,4
800,4.3,1524.0,19.2,1275.0,245.0,608.0,122.0,2046.0,1740.0,18.6,57.6,1.2233,20,4
801,2.9,1398.0,16.3,1189.0,180.0,646.0,112.0,1931.0,1577.0,18.2,58.8,1.2173,21,4
802,2.7,1342.0,13.7,1106.0,156.0,694.0,102.0,1856.0,1443.0,17.8,61.0,1.2352,22,4
803,2.8,1433.0,13.6,1104.0,172.0,681.0,97.0,1876.0,1411.0,17.0,70.7,1.3554,23,4
804,2.3,1297.0,11.1,1019.0,137.0,733.0,85.0,1823.0,1217.0,16.2,76.9,1.4051,0,4
805,1.7,1179.0,7.6,884.0,91.0,830.0,76.0,1696.0,1086.0,15.7,78.6,1.3943,1,4
806,1.2,1097.0,5.9,809.0,80.0,897.0,74.0,1628.0,1050.0,15.7,78.4,1.3917,2,4
807,0.8,1005.0,4.5,738.0,68.0,1005.0,66.0,1563.0,917.0,15.7,74.7,1.3194,5,4
808,1.7,1206.0,9.3,949.0,162.0,818.0,90.0,1771.0,1116.0,15.9,73.1,1.3136,6,4
809,3.0,1458.0,18.3,1249.0,213.0,662.0,111.0,2033.0,1380.0,16.6,68.2,1.2737,7,4
810,3.4,1405.0,19.9,1295.0,161.0,638.0,103.0,2065.0,1378.0,18.7,57.6,1.2323,8,4
811,3.3,1381.0,16.6,1199.0,209.0,685.0,117.0,1970.0,1365.0,17.6,65.0,1.2945,9,4
812,2.7,1315.0,12.6,1072.0,191.0,736.0,116.0,1833.0,1273.0,16.3,73.2,1.3458,10,4
813,2.6,1332.0,12.9,1082.0,215.0,707.0,109.0,1889.0,1242.0,16.0,78.5,1.4209,11,4
814,3.2,1362.0,14.9,1145.0,212.0,673.0,116.0,1973.0,1294.0,17.3,72.4,1.4125,12,4
815,3.4,1399.0,17.4,1222.0,202.0,643.0,115.0,2061.0,1413.0,19.4,60.9,1.3545,13,4
816,2.6,1310.0,15.4,1160.0,153.0,695.0,94.0,1939.0,1224.0,21.4,50.9,1.2823,14,4
817,3.4,1399.0,16.7,1201.0,185.0,699.0,121.0,1971.0,1318.0,22.7,45.8,1.2465,15,4
818,4.0,1524.0,18.0,1239.0,210.0,644.0,114.0,2139.0,1404.0,20.9,60.8,1.4852,16,4
819,4.5,1487.0,19.2,1274.0,215.0,641.0,110.0,2133.0,1471.0,21.0,54.3,1.3353,17,4
820,4.2,1480.0,21.0,1324.0,215.0,622.0,122.0,2162.0,1623.0,20.8,54.4,1.3194,18,4
821,5.7,1626.0,26.9,1476.0,281.0,555.0,135.0,2356.0,1786.0,19.8,58.6,1.3392,19,4
822,4.4,1449.0,19.5,1282.0,254.0,625.0,133.0,2100.0,1569.0,19.1,61.1,1.3345,20,4
823,3.1,1363.0,15.1,1152.0,189.0,684.0,110.0,1951.0,1495.0,18.2,65.4,1.3529,21,4
824,3.0,1371.0,14.6,1136.0,174.0,689.0,102.0,1927.0,1471.0,18.1,66.1,1.3579,22,4
825,3.1,1406.0,13.7,1107.0,167.0,718.0,108.0,1872.0,1384.0,17.7,66.9,1.3422,23,4
826,3.5,1425.0,15.2,1155.0,185.0,709.0,110.0,1936.0,1789.0,17.8,66.8,1.346,0,5
